movie_title,original_genres,predicted_genres
Percy Jackson: Sea of Monsters,"['Adventure', 'Family', 'Fantasy']",Adventure Fantasy
Lara Croft Tomb Raider: The Cradle of Life,"['Action', 'Adventure', 'Fantasy', 'Thriller']",Action
Now You See Me 2,"['Action', 'Adventure', 'Comedy', 'Crime', 'Mystery', 'Thriller']",Action Thriller
The Saint,"['Thriller', 'Action', 'Romance', 'Science Fiction', 'Adventure']",
Spy Game,"['Action', 'Crime', 'Thriller']",Action Thriller
Mission to Mars,['Science Fiction'],Science Fiction
Rio,"['Animation', 'Adventure', 'Comedy', 'Family']",Comedy
Bicentennial Man,"['Comedy', 'Science Fiction']",Comedy
Volcano,"['Science Fiction', 'Action', 'Drama', 'Thriller']",
The Devil's Own,"['Crime', 'Thriller', 'Drama']",Drama
K-19: The Widowmaker,"['Drama', 'History', 'Thriller']",Action
Conan the Barbarian,"['Adventure', 'Fantasy', 'Action']",Action
Cinderella Man,"['Romance', 'Drama', 'History']",Drama
The Nutcracker: The Untold Story,"['Fantasy', 'Action', 'Family']",
Seabiscuit,"['Drama', 'History']",Drama
Twister,"['Action', 'Adventure', 'Drama']",
Cast Away,"['Adventure', 'Drama']",Drama
Happy Feet,"['Animation', 'Comedy']",Comedy
The Bourne Supremacy,"['Action', 'Drama', 'Thriller']",Action Thriller
Air Force One,"['Action', 'Thriller']",Action Drama Thriller
Ocean's Eleven,"['Thriller', 'Crime']",
The Three Musketeers,"['Adventure', 'Action', 'Thriller']",
Hotel Transylvania,"['Animation', 'Comedy', 'Family', 'Fantasy']",Comedy
Enchanted,"['Comedy', 'Family', 'Fantasy', 'Romance']",Comedy Family Fantasy
Safe House,"['Action', 'Thriller']",Action Thriller
102 Dalmatians,"['Comedy', 'Family']",Comedy
Tower Heist,"['Action', 'Comedy']",Action Comedy
The Holiday,"['Comedy', 'Romance']",Comedy Romance
Enemy of the State,"['Action', 'Drama', 'Thriller']",Action Thriller
It's Complicated,"['Comedy', 'Romance']",Comedy Romance
Ocean's Thirteen,"['Crime', 'Thriller']",Action Thriller
Open Season,"['Adventure', 'Animation', 'Family']",
Divergent,"['Adventure', 'Action', 'Science Fiction']",Adventure
Enemy at the Gates,['War'],Drama History War
The Rundown,"['Adventure', 'Action', 'Comedy', 'Thriller']",Action
Last Action Hero,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",Adventure Comedy
Memoirs of a Geisha,"['Drama', 'History', 'Romance']",Drama
The Fast and the Furious: Tokyo Drift,"['Action', 'Crime', 'Drama', 'Thriller']",Action
Arthur Christmas,"['Drama', 'Animation', 'Family', 'Comedy']",Comedy Family
Meet Joe Black,"['Fantasy', 'Drama', 'Mystery']",Drama
Collateral Damage,"['Action', 'Thriller', 'Drama']",Action Drama Thriller
All That Jazz,"['Drama', 'Music']",Comedy Drama
Mirror Mirror,"['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Family']",
Scott Pilgrim vs. the World,"['Action', 'Adventure', 'Comedy']",Comedy
The Core,"['Action', 'Thriller', 'Adventure', 'Science Fiction']",Science Fiction
Nutty Professor II: The Klumps,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",Comedy
Scooby-Doo,"['Mystery', 'Adventure', 'Comedy']",
Dredd,"['Action', 'Science Fiction']",Action Crime Thriller
Click,"['Comedy', 'Drama', 'Fantasy', 'Romance']",
Creepshow,"['Horror', 'Comedy', 'Fantasy']",Horror
Cats & Dogs 2 : The Revenge of Kitty Galore,"['Comedy', 'Family']",Comedy
Jumper,"['Adventure', 'Fantasy', 'Science Fiction']",
Hellboy II: The Golden Army,"['Adventure', 'Fantasy', 'Science Fiction']",Action Adventure Science Fiction
Zodiac,"['Crime', 'Drama', 'Mystery', 'Thriller']",Crime Drama Mystery Thriller
The 6th Day,['Science Fiction'],Science Fiction
Bruce Almighty,"['Fantasy', 'Comedy']",
The Expendables,"['Thriller', 'Adventure', 'Action']",Action
Mission: Impossible,"['Adventure', 'Action', 'Thriller']",Action Adventure Thriller
The Hunger Games,"['Science Fiction', 'Adventure', 'Fantasy']",
The Hangover Part II,['Comedy'],Comedy
Batman Returns,"['Action', 'Fantasy']",Action Fantasy
Over the Hedge,"['Comedy', 'Animation', 'Family']",
Lilo & Stitch,"['Animation', 'Family']",Comedy
Charlotte's Web,"['Comedy', 'Family', 'Fantasy']",Comedy
Deep Impact,"['Action', 'Drama', 'Romance']",Science Fiction
RED 2,"['Action', 'Comedy', 'Crime', 'Thriller']",Action Thriller
The Longest Yard,"['Comedy', 'Drama']",Drama
Alvin and the Chipmunks: Chipwrecked,"['Comedy', 'Fantasy', 'Family', 'Music', 'Animation']",Comedy
Grown Ups 2,['Comedy'],Comedy
Get Smart,"['Action', 'Comedy', 'Thriller']",Action Comedy Thriller
Something's Gotta Give,"['Drama', 'Comedy', 'Romance']",Comedy Drama Romance
Shutter Island,"['Drama', 'Thriller', 'Mystery']",Drama
Four Christmases,"['Comedy', 'Romance', 'Drama']",Comedy
Robots,"['Animation', 'Comedy', 'Family', 'Science Fiction']",Comedy
Face/Off,"['Action', 'Crime', 'Science Fiction', 'Thriller']",Action Crime Thriller
Bedtime Stories,"['Fantasy', 'Comedy', 'Family', 'Romance']",Drama
Road to Perdition,"['Thriller', 'Crime', 'Drama']",Drama
Just Go with It,"['Romance', 'Comedy']",Comedy Romance
Con Air,"['Action', 'Thriller', 'Crime']",Action Thriller
Eagle Eye,"['Mystery', 'Thriller', 'Action']",Action Thriller
Cold Mountain,['Drama'],Drama
The Book of Eli,"['Action', 'Thriller', 'Science Fiction']",Action Science Fiction
Flubber,"['Comedy', 'Family', 'Science Fiction']",Comedy
The Haunting,"['Horror', 'Thriller', 'Fantasy', 'Mystery']",Horror Thriller
Space Jam,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",Comedy
The Pink Panther,"['Action', 'Comedy', 'Crime', 'Mystery', 'Family']",
The Day the Earth Stood Still,"['Drama', 'Science Fiction', 'Thriller']",Action Science Fiction
Conspiracy Theory,"['Action', 'Drama', 'Mystery', 'Thriller']",Action Drama Thriller
Fury,"['War', 'Drama', 'Action']",Drama War
Six Days Seven Nights,"['Action', 'Adventure', 'Comedy', 'Romance']",Comedy
Yogi Bear,"['Comedy', 'Family', 'Animation', 'Adventure']",Comedy
Spirit: Stallion of the Cimarron,"['Western', 'Animation', 'Adventure', 'Comedy', 'Family']",Adventure
Zookeeper,"['Comedy', 'Romance', 'Family']",Comedy
Lost in Space,"['Adventure', 'Family', 'Science Fiction']",Adventure Science Fiction
The Manchurian Candidate,"['Drama', 'Thriller', 'Mystery']",Drama
Déjà Vu,"['Romance', 'Drama']",Comedy Drama Romance
Hotel Transylvania 2,"['Animation', 'Comedy', 'Family']",
Fantasia 2000,"['Animation', 'Family', 'Music']",Comedy
The Time Machine,"['Science Fiction', 'Adventure', 'Action']",Science Fiction
Mighty Joe Young,"['Action', 'Adventure', 'Family', 'Fantasy']",
Swordfish,"['Action', 'Crime', 'Thriller']",Action Thriller
The Legend of Zorro,"['Action', 'Adventure']",
What Dreams May Come,"['Drama', 'Fantasy', 'Romance']",Drama
Little Nicky,"['Comedy', 'Fantasy', 'Romance']",
The Brothers Grimm,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Thriller']",
Mars Attacks!,"['Comedy', 'Fantasy', 'Science Fiction']",Comedy Science Fiction
Evolution,"['Mystery', 'Drama', 'Horror']",Drama
The Edge,"['Action', 'Adventure', 'Drama']",Drama
Surrogates,"['Action', 'Science Fiction', 'Thriller']",Action Science Fiction Thriller
Thirteen Days,"['Drama', 'Thriller']",Drama
Daylight,"['Action', 'Adventure', 'Thriller']",Action
Walking With Dinosaurs,"['Animation', 'Family', 'Adventure']",Adventure
Battlefield Earth,"['Action', 'Science Fiction', 'War']",Action Adventure Science Fiction
Looney Tunes: Back in Action,"['Animation', 'Comedy', 'Family']",Comedy
Nine,"['Drama', 'Music', 'Romance']",Drama
Timeline,"['Action', 'Adventure', 'Science Fiction']",Science Fiction
The Postman,"['Drama', 'Adventure']",Drama
Babe: Pig in the City,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",Comedy Family
The Last Witch Hunter,"['Fantasy', 'Action', 'Adventure']",
Red Planet,"['Thriller', 'Action', 'Science Fiction']",Action Science Fiction
Arthur and the Invisibles,"['Adventure', 'Fantasy', 'Animation', 'Family']",
Oceans,"['Documentary', 'Family']",
A Sound of Thunder,"['Thriller', 'Science Fiction', 'Adventure', 'Action']",
Pompeii,"['Action', 'Adventure', 'History', 'Romance', 'Drama']",
Top Cat Begins,"['Comedy', 'Animation']",Comedy
A Beautiful Mind,"['Drama', 'Romance']",Drama
The Lion King,"['Family', 'Animation', 'Drama']",Adventure Drama
Journey 2: The Mysterious Island,"['Adventure', 'Action', 'Science Fiction']",
Cloudy with a Chance of Meatballs 2,"['Animation', 'Family', 'Comedy']",Comedy
Red Dragon,"['Crime', 'Thriller', 'Horror']",Crime Thriller
Hidalgo,"['Western', 'Adventure']",Adventure
Jack and Jill,['Comedy'],Comedy
2 Fast 2 Furious,"['Action', 'Crime', 'Thriller']",Action Crime Thriller
The Little Prince,"['Adventure', 'Animation', 'Fantasy']",Comedy Drama Family
The Invasion,"['Science Fiction', 'Thriller']",Science Fiction Thriller
The Adventures of Rocky & Bullwinkle,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Comedy
The Secret Life of Pets,"['Animation', 'Family']",Comedy
The League of Extraordinary Gentlemen,"['Fantasy', 'Action', 'Thriller', 'Science Fiction']",
Despicable Me 2,"['Animation', 'Comedy', 'Family']",Comedy
Independence Day,"['Action', 'Adventure', 'Science Fiction']",Action Science Fiction
The Lost World: Jurassic Park,"['Adventure', 'Action', 'Science Fiction']",Adventure
Madagascar,"['Family', 'Animation']",Family
Children of Men,"['Drama', 'Action', 'Thriller', 'Science Fiction']",Action Science Fiction
X-Men,"['Adventure', 'Action', 'Science Fiction']",Action Science Fiction
Wanted,"['Action', 'Thriller', 'Crime']",Action Thriller
The Rock,"['Action', 'Adventure', 'Thriller']",Thriller
Ice Age: The Meltdown,"['Animation', 'Family', 'Comedy', 'Adventure']",Adventure Comedy
50 First Dates,"['Comedy', 'Romance']",Comedy Romance
Hairspray,"['Family', 'Comedy', 'Music', 'Romance']",Comedy
Exorcist: The Beginning,"['Horror', 'Mystery', 'Thriller']",Horror Thriller
Inspector Gadget,"['Action', 'Adventure', 'Comedy', 'Family']",Action
Now You See Me,"['Thriller', 'Crime']",Action Crime Thriller
Grown Ups,['Comedy'],Comedy
The Terminal,"['Comedy', 'Drama']",Comedy Drama
Hotel for Dogs,"['Comedy', 'Family']",Comedy
Vertical Limit,"['Action', 'Adventure', 'Thriller']",
Charlie Wilson's War,"['Comedy', 'Drama', 'History']",Drama
Shark Tale,"['Animation', 'Action', 'Comedy', 'Family']",
Dreamgirls,['Drama'],Drama Music
Be Cool,"['Comedy', 'Crime']",Comedy Drama
Munich,"['Drama', 'Action', 'History', 'Thriller']",Drama Thriller
Tears of the Sun,"['Action', 'Drama', 'War']",Action
Killers,"['Action', 'Comedy', 'Thriller', 'Romance']",Action Drama Thriller
The Man from U.N.C.L.E.,"['Comedy', 'Action', 'Adventure']",Action Thriller
Spanglish,['Comedy'],Comedy Drama
Monster House,"['Animation', 'Comedy', 'Family', 'Fantasy']",
Bandits,"['Action', 'Comedy', 'Crime', 'Romance']",Drama
First Knight,"['Action', 'Adventure', 'Drama', 'Romance']",Drama Romance
Anna and the King,"['Drama', 'History', 'Romance']",Drama
Immortals,"['Fantasy', 'Action', 'Drama']",Action
Hostage,"['Mystery', 'Drama', 'Thriller', 'Crime']",Crime Thriller
Titan A.E.,"['Animation', 'Action', 'Science Fiction', 'Family', 'Adventure']",Action Adventure Science Fiction
Hollywood Homicide,"['Action', 'Adventure', 'Comedy', 'Thriller']",Comedy
Soldier,"['Action', 'War', 'Science Fiction']",Action Science Fiction
Carriers,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",Thriller
Monkeybone,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Comedy']",
Flight of the Phoenix,"['Action', 'Adventure', 'Drama', 'Thriller']",Action Drama
Unbreakable,"['Science Fiction', 'Thriller', 'Drama']",Drama
Minions,"['Family', 'Animation', 'Adventure', 'Comedy']",Adventure Comedy
Sucker Punch,"['Action', 'Fantasy', 'Thriller']",
Snake Eyes,"['Crime', 'Mystery']",Crime Thriller
Sphere,['Science Fiction'],Science Fiction
The Angry Birds Movie,"['Family', 'Animation']",
Fool's Gold,"['Romance', 'Comedy', 'Adventure']",
Funny People,"['Comedy', 'Drama']",Comedy Drama
The Kingdom,"['Thriller', 'Action', 'Drama']",Action Drama Thriller
Talladega Nights: The Ballad of Ricky Bobby,['Comedy'],Comedy
Dr. Dolittle 2,"['Comedy', 'Family', 'Romance', 'Fantasy']",
Braveheart,"['Action', 'Drama', 'History', 'War']",Drama
Jarhead,"['Drama', 'War']",Drama
The Simpsons Movie,"['Animation', 'Comedy', 'Family']",Comedy Drama
The Majestic,"['Drama', 'Romance']",Drama
Driven,['Action'],
Two Brothers,"['Adventure', 'Drama', 'Family']",Drama
The Village,"['Drama', 'Mystery', 'Thriller']",Drama
Doctor Dolittle,"['Comedy', 'Family', 'Fantasy']",Comedy
Signs,"['Drama', 'Thriller', 'Science Fiction', 'Mystery']",
Shrek 2,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",
Cars,"['Animation', 'Adventure', 'Comedy', 'Family']",Comedy
Runaway Bride,"['Comedy', 'Romance']",Comedy Drama
xXx,"['Action', 'Adventure', 'Thriller']",Action Thriller
The SpongeBob Movie: Sponge Out of Water,"['Animation', 'Adventure', 'Comedy', 'Family']",Adventure Comedy
Ransom,"['Action', 'Thriller']",Action Crime Thriller
Inglourious Basterds,"['Drama', 'Action', 'Thriller', 'War']",Drama
Hook,"['Adventure', 'Fantasy', 'Comedy', 'Family']",
Die Hard 2,"['Action', 'Thriller']",Action Thriller
S.W.A.T.,"['Action', 'Thriller', 'Crime']",Action Crime Thriller
Vanilla Sky,"['Drama', 'Mystery', 'Romance', 'Science Fiction', 'Thriller']",Drama
Lady in the Water,"['Drama', 'Thriller', 'Fantasy', 'Mystery']",
AVP: Alien vs. Predator,"['Adventure', 'Science Fiction', 'Action']",Science Fiction
Alvin and the Chipmunks: The Squeakquel,"['Comedy', 'Family', 'Animation', 'Fantasy', 'Music']",Comedy
We Were Soldiers,"['Action', 'History', 'War']",Action Drama War
Olympus Has Fallen,"['Action', 'Thriller']",Action Thriller
Star Trek: Insurrection,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",Action Adventure Science Fiction
Battle: Los Angeles,"['Action', 'Science Fiction']",Action Adventure Science Fiction
Big Fish,"['Adventure', 'Fantasy', 'Drama']",Drama
Wolf,['Fantasy'],
War Horse,"['Drama', 'War']",Drama
The Monuments Men,"['War', 'Drama', 'History', 'Action']",Drama
The Abyss,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",Action Adventure Thriller
Wall Street: Money Never Sleeps,"['Drama', 'Crime']",
Dracula Untold,"['Horror', 'Action', 'Drama', 'Fantasy', 'War']",Action
The Siege,"['Drama', 'Action', 'Thriller', 'Crime']",Action Crime Drama Thriller
Stardust,"['Adventure', 'Fantasy', 'Romance', 'Family']",Romance
Seven Years in Tibet,"['Adventure', 'Drama', 'History']",Drama
The Dilemma,"['Comedy', 'Drama']",Comedy Drama
Bad Company,"['Action', 'Adventure', 'Comedy', 'Thriller']",Action Thriller
Doom,"['Adventure', 'Action', 'Horror']",Action Science Fiction
I Spy,"['Action', 'Adventure', 'Comedy', 'Thriller']",Action
Underworld: Awakening,"['Fantasy', 'Action', 'Horror']",Fantasy Horror
Rock of Ages,"['Comedy', 'Drama', 'Music', 'Romance']",Comedy Drama Romance
Hart's War,"['Drama', 'War']",Action Drama
Killer Elite,"['Action', 'Adventure', 'Thriller']",Action Thriller
Rollerball,"['Action', 'Science Fiction', 'Thriller']",
Ballistic: Ecks vs. Sever,"['Action', 'Adventure', 'Thriller']",Action Thriller
Hard Rain,['Thriller'],
Osmosis Jones,"['Adventure', 'Animation', 'Action', 'Comedy', 'Family']",
Legends of Oz: Dorothy's Return,"['Animation', 'Music', 'Family']",Family
Blackhat,"['Crime', 'Drama', 'Mystery']",Action Drama Thriller
Sky Captain and the World of Tomorrow,"['Mystery', 'Action', 'Thriller', 'Science Fiction', 'Adventure']",Action Thriller
Basic Instinct 2,"['Crime', 'Mystery', 'Thriller']",Thriller
Escape Plan,"['Action', 'Thriller']",Action Thriller
The Legend of Hercules,"['Action', 'Adventure']",Adventure
The Sum of All Fears,"['Thriller', 'Action', 'Drama']",Action Drama Thriller
The Twilight Saga: Eclipse,"['Adventure', 'Fantasy', 'Drama', 'Romance']",
The Score,"['Action', 'Crime', 'Thriller']",
Despicable Me,"['Animation', 'Family']",Comedy Family
Money Train,"['Action', 'Comedy', 'Crime']",Action Crime
Ted 2,['Comedy'],Comedy
Agora,"['Adventure', 'Drama', 'History']",Drama Romance
Mystery Men,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Science Fiction']",Comedy
Hall Pass,['Comedy'],Comedy
The Insider,"['Drama', 'Thriller']",Drama
The Finest Hours,"['Action', 'Drama', 'History', 'Thriller']",Drama
Body of Lies,"['Action', 'Drama', 'Thriller']",Action Drama Thriller
Dinner for Schmucks,['Comedy'],Comedy
Abraham Lincoln: Vampire Hunter,"['Action', 'Fantasy', 'Horror']",
Entrapment,"['Romance', 'Drama', 'Mystery']",Comedy
The X Files,"['Mystery', 'Science Fiction', 'Thriller']",Action Science Fiction Thriller
The Last Legion,"['Action', 'Adventure', 'Fantasy', 'War']",
Saving Private Ryan,"['Drama', 'History', 'War']",Drama War
Need for Speed,"['Action', 'Crime', 'Drama', 'Thriller']",Action
What Women Want,"['Comedy', 'Romance']",Comedy
Ice Age,"['Animation', 'Comedy', 'Family', 'Adventure']",Adventure Comedy
Dreamcatcher,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",
Lincoln,"['History', 'Drama']",Drama
The Matrix,"['Action', 'Science Fiction']",Action Science Fiction
Apollo 13,['Drama'],Drama
The Santa Clause 2,"['Fantasy', 'Comedy', 'Family']",Comedy Family
Les Misérables,"['Drama', 'Music', 'Romance']",Drama Romance
You've Got Mail,"['Comedy', 'Romance']",Comedy Romance
Step Brothers,['Comedy'],Comedy
The Mask of Zorro,"['Action', 'Adventure']",Action
Due Date,"['Comedy', 'Drama']",Comedy
Unbroken,"['Drama', 'War']",Drama History War
Space Cowboys,"['Action', 'Adventure', 'Thriller']",Science Fiction
Cliffhanger,"['Action', 'Adventure', 'Thriller']",Action Adventure Thriller
Broken Arrow,"['Action', 'Adventure', 'Drama', 'Thriller']",Action Drama Thriller
The Kid,"['Fantasy', 'Comedy', 'Family']",Comedy Drama
